진료년도,시도,시군구,성별,연령군,환자수
2023,경기,화성시,여,20~29세,29
2023,경기,화성시,여,30~39세,46
2023,경기,화성시,여,40~49세,72
2023,경기,화성시,여,50~59세,25
2023,경기,화성시,여,60~69세,0
2023,경기,화성시,여,70~79세,0
2023,경기,화성시,여,80~89세,0
2023,경기,화성시,여,90~99세,0
2023,경기,화성시,여,100세 이상,0
2023,경기,광주시,남,0~9세,0
2023,경기,광주시,남,10~19세,0
2023,경기,광주시,남,20~29세,0
2023,경기,광주시,남,30~39세,0
2023,경기,광주시,남,40~49세,0
2023,경기,광주시,남,50~59세,0
2023,경기,광주시,남,60~69세,0
2023,경기,광주시,남,70~79세,0
2023,경기,광주시,남,80~89세,0
2023,경기,광주시,남,90~99세,0
2023,경기,광주시,남,100세 이상,0
2023,경기,광주시,여,0~9세,0
2023,경기,광주시,여,10~19세,0
2023,경기,광주시,여,20~29세,0
2023,경기,광주시,여,30~39세,16
2023,경기,광주시,여,40~49세,14
2023,경기,광주시,여,50~59세,11
2023,경기,광주시,여,60~69세,0
2023,경기,광주시,여,70~79세,0
2023,경기,광주시,여,80~89세,0
2023,경기,광주시,여,90~99세,0
2023,경기,광주시,여,100세 이상,0
2023,경기,양주시,남,0~9세,0
2023,경기,양주시,남,10~19세,0
2023,경기,양주시,남,20~29세,0
2023,경기,양주시,남,30~39세,0
2023,경기,양주시,남,40~49세,0
2023,경기,양주시,남,50~59세,0
2023,경기,양주시,남,60~69세,0
2023,경기,양주시,남,70~79세,0
2023,경기,양주시,남,80~89세,0
2023,경기,양주시,남,90~99세,0
2023,경기,양주시,남,100세 이상,0
2023,경기,양주시,여,0~9세,0
2023,경기,양주시,여,10~19세,0
2023,경기,양주시,여,20~29세,0
2023,경기,양주시,여,30~39세,11
2023,경기,양주시,여,40~49세,11
2023,경기,양주시,여,50~59세,0
2023,경기,양주시,여,60~69세,0
2023,경기,양주시,여,70~79세,0
2023,경기,양주시,여,80~89세,0
2023,경기,양주시,여,90~99세,0
2023,경기,양주시,여,100세 이상,0
2023,경기,포천시,남,0~9세,0
2023,경기,포천시,남,10~19세,0
2023,경기,포천시,남,20~29세,0
2023,경기,포천시,남,30~39세,0
2023,경기,포천시,남,40~49세,0
2023,경기,포천시,남,50~59세,0
2023,경기,포천시,남,60~69세,0
2023,경기,포천시,남,70~79세,0
2023,경기,포천시,남,80~89세,0
2023,경기,포천시,남,90~99세,0
2023,경기,포천시,남,100세 이상,0
2023,경기,포천시,여,0~9세,0
2023,경기,포천시,여,10~19세,0
2023,경기,포천시,여,20~29세,0
2023,경기,포천시,여,30~39세,0
2023,경기,포천시,여,40~49세,11
2023,경기,포천시,여,50~59세,0
2023,경기,포천시,여,60~69세,0
2023,경기,포천시,여,70~79세,0
2023,경기,포천시,여,80~89세,0
2023,경기,포천시,여,90~99세,0
2023,경기,포천시,여,100세 이상,0
2023,경기,여주시,남,0~9세,0
2023,경기,여주시,남,10~19세,0
2023,경기,여주시,남,20~29세,0
2023,경기,여주시,남,30~39세,0
2023,경기,여주시,남,40~49세,0
2023,경기,여주시,남,50~59세,0
2023,경기,여주시,남,60~69세,0
2023,경기,여주시,남,70~79세,0
2023,경기,여주시,남,80~89세,0
2023,경기,여주시,남,90~99세,0
2023,경기,여주시,남,100세 이상,0
2023,경기,여주시,여,0~9세,0
2023,경기,여주시,여,10~19세,0
2023,경기,여주시,여,20~29세,0
2023,경기,여주시,여,30~39세,0
2023,경기,여주시,여,40~49세,0
2023,경기,여주시,여,50~59세,0
2023,경기,여주시,여,60~69세,0
2023,경기,여주시,여,70~79세,0
2023,경기,여주시,여,80~89세,0
2023,경기,여주시,여,90~99세,0
2023,경기,여주시,여,100세 이상,0
2023,강원,고성군,남,0~9세,0
2023,강원,고성군,남,10~19세,0
2023,강원,고성군,남,20~29세,0
2023,강원,고성군,남,30~39세,0
2023,강원,고성군,남,40~49세,0
2023,강원,고성군,남,50~59세,0
2023,강원,고성군,남,60~69세,0
2023,강원,고성군,남,70~79세,0
2023,강원,고성군,남,80~89세,0
2023,강원,고성군,남,90~99세,0
2023,강원,고성군,남,100세 이상,0
2023,강원,고성군,여,0~9세,0
2023,강원,고성군,여,10~19세,0
2023,강원,고성군,여,20~29세,0
2023,강원,고성군,여,30~39세,0
2023,강원,고성군,여,40~49세,0
2023,강원,고성군,여,50~59세,0
2023,강원,고성군,여,60~69세,0
2023,강원,고성군,여,70~79세,0
2023,강원,고성군,여,80~89세,0
2023,강원,고성군,여,90~99세,0
2023,강원,고성군,여,100세 이상,0
2023,강원,양구군,남,0~9세,0
2023,강원,양구군,남,10~19세,0
2023,강원,양구군,남,20~29세,0
2023,강원,양구군,남,30~39세,0
2023,강원,양구군,남,40~49세,0
2023,강원,양구군,남,50~59세,0
2023,강원,양구군,남,60~69세,0
2023,강원,양구군,남,70~79세,0
2023,강원,양구군,남,80~89세,0
2023,강원,양구군,남,90~99세,0
2023,강원,양구군,남,100세 이상,0
2023,강원,양구군,여,0~9세,0
2023,강원,양구군,여,10~19세,0
2023,강원,양구군,여,20~29세,0
2023,강원,양구군,여,30~39세,0
2023,강원,양구군,여,40~49세,0
2023,강원,양구군,여,50~59세,0
2023,강원,양구군,여,60~69세,0
2023,강원,양구군,여,70~79세,0
2023,강원,양구군,여,80~89세,0
2023,강원,양구군,여,90~99세,0
2023,강원,양구군,여,100세 이상,0
2023,강원,양양군,남,0~9세,0
2023,강원,양양군,남,10~19세,0
2023,강원,양양군,남,20~29세,0
2023,강원,양양군,남,30~39세,0
2023,강원,양양군,남,40~49세,0
2023,강원,양양군,남,50~59세,0
2023,강원,양양군,남,60~69세,0
2023,강원,양양군,남,70~79세,0
2023,강원,양양군,남,80~89세,0
2023,강원,양양군,남,90~99세,0
2023,강원,양양군,남,100세 이상,0
2023,강원,양양군,여,0~9세,0
2023,강원,양양군,여,10~19세,0
2023,강원,양양군,여,20~29세,0
2023,강원,양양군,여,30~39세,0
2023,강원,양양군,여,40~49세,0
2023,강원,양양군,여,50~59세,0
2023,강원,양양군,여,60~69세,0
2023,강원,양양군,여,70~79세,0
2023,강원,양양군,여,80~89세,0
2023,강원,양양군,여,90~99세,0
2023,강원,양양군,여,100세 이상,0
2023,강원,영월군,남,0~9세,0
2023,강원,영월군,남,10~19세,0
2023,강원,영월군,남,20~29세,0
2023,강원,영월군,남,30~39세,0
2023,강원,영월군,남,40~49세,0
2023,강원,영월군,남,50~59세,0
2023,강원,영월군,남,60~69세,0
2023,강원,영월군,남,70~79세,0
2023,강원,영월군,남,80~89세,0
2023,강원,영월군,남,90~99세,0
2023,강원,영월군,남,100세 이상,0
2023,강원,영월군,여,0~9세,0
2023,강원,영월군,여,10~19세,0
2023,강원,영월군,여,20~29세,0
2023,강원,영월군,여,30~39세,0
2023,강원,영월군,여,40~49세,0
2023,강원,영월군,여,50~59세,0
2023,강원,영월군,여,60~69세,0
2023,강원,영월군,여,70~79세,0
2023,강원,영월군,여,80~89세,0
2023,강원,영월군,여,90~99세,0
2023,강원,영월군,여,100세 이상,0
2023,강원,인제군,남,0~9세,0
2023,강원,인제군,남,10~19세,0
2023,강원,인제군,남,20~29세,0
2023,강원,인제군,남,30~39세,0
2023,강원,인제군,남,40~49세,0
2023,강원,인제군,남,50~59세,0
2023,강원,인제군,남,60~69세,0
2023,강원,인제군,남,70~79세,0
2023,강원,인제군,남,80~89세,0
2023,강원,인제군,남,90~99세,0
2023,강원,인제군,남,100세 이상,0
2023,강원,인제군,여,0~9세,0
2023,강원,인제군,여,10~19세,0
2023,강원,인제군,여,20~29세,0
2023,강원,인제군,여,30~39세,0
2023,강원,인제군,여,40~49세,0
2023,강원,인제군,여,50~59세,0
2023,강원,인제군,여,60~69세,0
2023,강원,인제군,여,70~79세,0
2023,강원,인제군,여,80~89세,0
2023,강원,인제군,여,90~99세,0
2023,강원,인제군,여,100세 이상,0
2023,강원,정선군,남,0~9세,0
2023,강원,정선군,남,10~19세,0
2023,강원,정선군,남,20~29세,0
2023,강원,정선군,남,30~39세,0
2023,강원,정선군,남,40~49세,0
2023,강원,정선군,남,50~59세,0
2023,강원,정선군,남,60~69세,0
2023,강원,정선군,남,70~79세,0
2023,강원,정선군,남,80~89세,0
2023,강원,정선군,남,90~99세,0
2023,강원,정선군,남,100세 이상,0
2023,강원,정선군,여,0~9세,0
2023,강원,정선군,여,10~19세,0
2023,강원,정선군,여,20~29세,0
2023,강원,정선군,여,30~39세,0
2023,강원,정선군,여,40~49세,0
2023,강원,정선군,여,50~59세,0
2023,강원,정선군,여,60~69세,0
2023,강원,정선군,여,70~79세,0
2023,강원,정선군,여,80~89세,0
2023,강원,정선군,여,90~99세,0
2023,강원,정선군,여,100세 이상,0
2023,강원,철원군,남,0~9세,0
2023,강원,철원군,남,10~19세,0
2023,강원,철원군,남,20~29세,0
2023,강원,철원군,남,30~39세,0
2023,강원,철원군,남,40~49세,0
2023,강원,철원군,남,50~59세,0
2023,강원,철원군,남,60~69세,0
2023,강원,철원군,남,70~79세,0
2023,강원,철원군,남,80~89세,0
2023,강원,철원군,남,90~99세,0
2023,강원,철원군,남,100세 이상,0
2023,강원,철원군,여,0~9세,0
2023,강원,철원군,여,10~19세,0
2023,강원,철원군,여,20~29세,0
2023,강원,철원군,여,30~39세,0
2023,강원,철원군,여,40~49세,0
2023,강원,철원군,여,50~59세,0
2023,강원,철원군,여,60~69세,0
2023,강원,철원군,여,70~79세,0
2023,강원,철원군,여,80~89세,0
2023,강원,철원군,여,90~99세,0
2023,강원,철원군,여,100세 이상,0
2023,강원,평창군,남,0~9세,0
2023,강원,평창군,남,10~19세,0
2023,강원,평창군,남,20~29세,0
2023,강원,평창군,남,30~39세,0
2023,강원,평창군,남,40~49세,0
2023,강원,평창군,남,50~59세,0
2023,강원,평창군,남,60~69세,0
2023,강원,평창군,남,70~79세,0
2023,강원,평창군,남,80~89세,0
2023,강원,평창군,남,90~99세,0
2023,강원,평창군,남,100세 이상,0
2023,강원,평창군,여,0~9세,0
2023,강원,평창군,여,10~19세,0
2023,강원,평창군,여,20~29세,0
2023,강원,평창군,여,30~39세,0
2023,강원,평창군,여,40~49세,0
2023,강원,평창군,여,50~59세,0
2023,강원,평창군,여,60~69세,0
2023,강원,평창군,여,70~79세,0
2023,강원,평창군,여,80~89세,0
2023,강원,평창군,여,90~99세,0
2023,강원,평창군,여,100세 이상,0
2023,강원,홍천군,남,0~9세,0
2023,강원,홍천군,남,10~19세,0
2023,강원,홍천군,남,20~29세,0
2023,강원,홍천군,남,30~39세,0
2023,강원,홍천군,남,40~49세,0
2023,강원,홍천군,남,50~59세,0
2023,강원,홍천군,남,60~69세,0
2023,강원,홍천군,남,70~79세,0
2023,강원,홍천군,남,80~89세,0
2023,강원,홍천군,남,90~99세,0
2023,강원,홍천군,남,100세 이상,0
2023,강원,홍천군,여,0~9세,0
2023,강원,홍천군,여,10~19세,0
2023,강원,홍천군,여,20~29세,0
2023,강원,홍천군,여,30~39세,0
2023,강원,홍천군,여,40~49세,0
2023,강원,홍천군,여,50~59세,0
2023,강원,홍천군,여,60~69세,0
2023,강원,홍천군,여,70~79세,0
2023,강원,홍천군,여,80~89세,0
2023,강원,홍천군,여,90~99세,0
2023,강원,홍천군,여,100세 이상,0
2023,강원,화천군,남,0~9세,0
2023,강원,화천군,남,10~19세,0
2023,강원,화천군,남,20~29세,0
2023,강원,화천군,남,30~39세,0
2023,강원,화천군,남,40~49세,0
2023,강원,화천군,남,50~59세,0
2023,강원,화천군,남,60~69세,0
2023,강원,화천군,남,70~79세,0
2023,강원,화천군,남,80~89세,0
2023,강원,화천군,남,90~99세,0
2023,강원,화천군,남,100세 이상,0
2023,강원,화천군,여,0~9세,0
2023,강원,화천군,여,10~19세,0
2023,강원,화천군,여,20~29세,0
2023,강원,화천군,여,30~39세,0
2023,강원,화천군,여,40~49세,0
2023,강원,화천군,여,50~59세,0
2023,강원,화천군,여,60~69세,0
2023,강원,화천군,여,70~79세,0
2023,강원,화천군,여,80~89세,0
2023,강원,화천군,여,90~99세,0
2023,강원,화천군,여,100세 이상,0
2023,강원,횡성군,남,0~9세,0
2023,강원,횡성군,남,10~19세,0
2023,강원,횡성군,남,20~29세,0
2023,강원,횡성군,남,30~39세,0
2023,강원,횡성군,남,40~49세,0
2023,강원,횡성군,남,50~59세,0
2023,강원,횡성군,남,60~69세,0
2023,강원,횡성군,남,70~79세,0
2023,강원,횡성군,남,80~89세,0
2023,강원,횡성군,남,90~99세,0
2023,강원,횡성군,남,100세 이상,0
2023,강원,횡성군,여,0~9세,0
2023,강원,횡성군,여,10~19세,0
2023,강원,횡성군,여,20~29세,0
2023,강원,횡성군,여,30~39세,0
2023,강원,횡성군,여,40~49세,0
2023,강원,횡성군,여,50~59세,0
2023,강원,횡성군,여,60~69세,0
2023,강원,횡성군,여,70~79세,0
2023,강원,횡성군,여,80~89세,0
2023,강원,횡성군,여,90~99세,0
2023,강원,횡성군,여,100세 이상,0
2023,강원,강릉시,남,0~9세,0
2023,강원,강릉시,남,10~19세,11
2023,강원,강릉시,남,20~29세,0
2023,강원,강릉시,남,30~39세,11
2023,강원,강릉시,남,40~49세,0
2023,강원,강릉시,남,50~59세,0
2023,강원,강릉시,남,60~69세,0
2023,강원,강릉시,남,70~79세,0
2023,강원,강릉시,남,80~89세,0
2023,강원,강릉시,남,90~99세,0
2023,강원,강릉시,남,100세 이상,0
2023,강원,강릉시,여,0~9세,0
2023,강원,강릉시,여,10~19세,0
2023,강원,강릉시,여,20~29세,0
2023,강원,강릉시,여,30~39세,17
2023,강원,강릉시,여,40~49세,22
2023,강원,강릉시,여,50~59세,13
2023,강원,강릉시,여,60~69세,10
2023,강원,강릉시,여,70~79세,0
2023,강원,강릉시,여,80~89세,0
2023,강원,강릉시,여,90~99세,0
2023,강원,강릉시,여,100세 이상,0
2023,강원,동해시,남,0~9세,0
2023,강원,동해시,남,10~19세,0
2023,강원,동해시,남,20~29세,0
2023,강원,동해시,남,30~39세,0
2023,강원,동해시,남,40~49세,0
2023,강원,동해시,남,50~59세,0
2023,강원,동해시,남,60~69세,0
2023,강원,동해시,남,70~79세,0
2023,강원,동해시,남,80~89세,0
2023,강원,동해시,남,90~99세,0
2023,강원,동해시,남,100세 이상,0
2023,강원,동해시,여,0~9세,0
2023,강원,동해시,여,10~19세,0
2023,강원,동해시,여,20~29세,0
2023,강원,동해시,여,30~39세,0
2023,강원,동해시,여,40~49세,0
2023,강원,동해시,여,50~59세,0
2023,강원,동해시,여,60~69세,0
2023,강원,동해시,여,70~79세,0
2023,강원,동해시,여,80~89세,0
2023,강원,동해시,여,90~99세,0
2023,강원,동해시,여,100세 이상,0
2023,강원,속초시,남,0~9세,0
2023,강원,속초시,남,10~19세,0
2023,강원,속초시,남,20~29세,0
2023,강원,속초시,남,30~39세,0
2023,강원,속초시,남,40~49세,0
2023,강원,속초시,남,50~59세,0
2023,강원,속초시,남,60~69세,0
2023,강원,속초시,남,70~79세,0
2023,강원,속초시,남,80~89세,0
2023,강원,속초시,남,90~99세,0
2023,강원,속초시,남,100세 이상,0
2023,강원,속초시,여,0~9세,0
2023,강원,속초시,여,10~19세,0
2023,강원,속초시,여,20~29세,0
2023,강원,속초시,여,30~39세,0
2023,강원,속초시,여,40~49세,0
2023,강원,속초시,여,50~59세,0
2023,강원,속초시,여,60~69세,0
2023,강원,속초시,여,70~79세,0
2023,강원,속초시,여,80~89세,0
2023,강원,속초시,여,90~99세,0
2023,강원,속초시,여,100세 이상,0
2023,강원,원주시,남,0~9세,0
2023,강원,원주시,남,10~19세,12
2023,강원,원주시,남,20~29세,0
2023,강원,원주시,남,30~39세,0
2023,강원,원주시,남,40~49세,0
2023,강원,원주시,남,50~59세,0
2023,강원,원주시,남,60~69세,0
2023,강원,원주시,남,70~79세,0
2023,강원,원주시,남,80~89세,0
2023,강원,원주시,남,90~99세,0
2023,강원,원주시,남,100세 이상,0
2023,강원,원주시,여,0~9세,0
2023,강원,원주시,여,10~19세,0
2023,강원,원주시,여,20~29세,21
2023,강원,원주시,여,30~39세,23
2023,강원,원주시,여,40~49세,44
2023,강원,원주시,여,50~59세,19
2023,강원,원주시,여,60~69세,0
2023,강원,원주시,여,70~79세,0
2023,강원,원주시,여,80~89세,0
2023,강원,원주시,여,90~99세,0
2023,강원,원주시,여,100세 이상,0
2023,강원,춘천시,남,0~9세,0
2023,강원,춘천시,남,10~19세,0
2023,강원,춘천시,남,20~29세,0
2023,강원,춘천시,남,30~39세,0
2023,강원,춘천시,남,40~49세,0
2023,강원,춘천시,남,50~59세,0
2023,강원,춘천시,남,60~69세,0
2023,강원,춘천시,남,70~79세,0
2023,강원,춘천시,남,80~89세,0
2023,강원,춘천시,남,90~99세,0
2023,강원,춘천시,남,100세 이상,0
2023,강원,춘천시,여,0~9세,0
2023,강원,춘천시,여,10~19세,0
2023,강원,춘천시,여,20~29세,0
2023,강원,춘천시,여,30~39세,28
2023,강원,춘천시,여,40~49세,20
2023,강원,춘천시,여,50~59세,14
2023,강원,춘천시,여,60~69세,0
2023,강원,춘천시,여,70~79세,0
2023,강원,춘천시,여,80~89세,0
2023,강원,춘천시,여,90~99세,0
2023,강원,춘천시,여,100세 이상,0
2023,강원,태백시,남,0~9세,0
2023,강원,태백시,남,10~19세,0
2023,강원,태백시,남,20~29세,0
2023,강원,태백시,남,30~39세,0
2023,강원,태백시,남,40~49세,0
2023,강원,태백시,남,50~59세,0
2023,강원,태백시,남,60~69세,0
2023,강원,태백시,남,70~79세,0
2023,강원,태백시,남,80~89세,0
2023,강원,태백시,남,90~99세,0
2023,강원,태백시,남,100세 이상,0
2023,강원,태백시,여,0~9세,0
2023,강원,태백시,여,10~19세,0
2023,강원,태백시,여,20~29세,0
2023,강원,태백시,여,30~39세,0
2023,강원,태백시,여,40~49세,0
2023,강원,태백시,여,50~59세,0
2023,강원,태백시,여,60~69세,0
2023,강원,태백시,여,70~79세,0
2023,강원,태백시,여,80~89세,0
2023,강원,태백시,여,90~99세,0
2023,강원,태백시,여,100세 이상,0
2023,강원,삼척시,남,0~9세,0
2023,강원,삼척시,남,10~19세,0
2023,강원,삼척시,남,20~29세,0
2023,강원,삼척시,남,30~39세,0
2023,강원,삼척시,남,40~49세,0
2023,강원,삼척시,남,50~59세,0
2023,강원,삼척시,남,60~69세,0
2023,강원,삼척시,남,70~79세,0
2023,강원,삼척시,남,80~89세,0
2023,강원,삼척시,남,90~99세,0
2023,강원,삼척시,남,100세 이상,0
2023,강원,삼척시,여,0~9세,0
2023,강원,삼척시,여,10~19세,0
2023,강원,삼척시,여,20~29세,0
2023,강원,삼척시,여,30~39세,0
2023,강원,삼척시,여,40~49세,0
2023,강원,삼척시,여,50~59세,0
2023,강원,삼척시,여,60~69세,0
2023,강원,삼척시,여,70~79세,0
2023,강원,삼척시,여,80~89세,0
2023,강원,삼척시,여,90~99세,0
2023,강원,삼척시,여,100세 이상,0
2023,충북,괴산군,남,0~9세,0
2023,충북,괴산군,남,10~19세,0
2023,충북,괴산군,남,20~29세,0
2023,충북,괴산군,남,30~39세,0
2023,충북,괴산군,남,40~49세,0
2023,충북,괴산군,남,50~59세,0
2023,충북,괴산군,남,60~69세,0
2023,충북,괴산군,남,70~79세,0
2023,충북,괴산군,남,80~89세,0
2023,충북,괴산군,남,90~99세,0
2023,충북,괴산군,남,100세 이상,0
2023,충북,괴산군,여,0~9세,0
2023,충북,괴산군,여,10~19세,0
2023,충북,괴산군,여,20~29세,0
2023,충북,괴산군,여,30~39세,0
2023,충북,괴산군,여,40~49세,0
2023,충북,괴산군,여,50~59세,0
2023,충북,괴산군,여,60~69세,0
2023,충북,괴산군,여,70~79세,0
2023,충북,괴산군,여,80~89세,0
2023,충북,괴산군,여,90~99세,0
2023,충북,괴산군,여,100세 이상,0
2023,충북,단양군,남,0~9세,0
2023,충북,단양군,남,10~19세,0
2023,충북,단양군,남,20~29세,0
2023,충북,단양군,남,30~39세,0
2023,충북,단양군,남,40~49세,0
2023,충북,단양군,남,50~59세,0
2023,충북,단양군,남,60~69세,0
2023,충북,단양군,남,70~79세,0
2023,충북,단양군,남,80~89세,0
2023,충북,단양군,남,90~99세,0
2023,충북,단양군,남,100세 이상,0
2023,충북,단양군,여,0~9세,0
2023,충북,단양군,여,10~19세,0
2023,충북,단양군,여,20~29세,0
2023,충북,단양군,여,30~39세,0
2023,충북,단양군,여,40~49세,0
2023,충북,단양군,여,50~59세,0
2023,충북,단양군,여,60~69세,0
2023,충북,단양군,여,70~79세,0
2023,충북,단양군,여,80~89세,0
2023,충북,단양군,여,90~99세,0
2023,충북,단양군,여,100세 이상,0
2023,충북,보은군,남,0~9세,0
2023,충북,보은군,남,10~19세,0
2023,충북,보은군,남,20~29세,0
2023,충북,보은군,남,30~39세,0
2023,충북,보은군,남,40~49세,0
2023,충북,보은군,남,50~59세,0
2023,충북,보은군,남,60~69세,0
2023,충북,보은군,남,70~79세,0
2023,충북,보은군,남,80~89세,0
2023,충북,보은군,남,90~99세,0
2023,충북,보은군,남,100세 이상,0
2023,충북,보은군,여,0~9세,0
2023,충북,보은군,여,10~19세,0
2023,충북,보은군,여,20~29세,0
2023,충북,보은군,여,30~39세,0
2023,충북,보은군,여,40~49세,0
2023,충북,보은군,여,50~59세,0
2023,충북,보은군,여,60~69세,0
2023,충북,보은군,여,70~79세,0
2023,충북,보은군,여,80~89세,0
2023,충북,보은군,여,90~99세,0
2023,충북,보은군,여,100세 이상,0
2023,충북,영동군,남,0~9세,0
2023,충북,영동군,남,10~19세,0
2023,충북,영동군,남,20~29세,0
2023,충북,영동군,남,30~39세,0
2023,충북,영동군,남,40~49세,0
2023,충북,영동군,남,50~59세,0
2023,충북,영동군,남,60~69세,0
2023,충북,영동군,남,70~79세,0
2023,충북,영동군,남,80~89세,0
2023,충북,영동군,남,90~99세,0
2023,충북,영동군,남,100세 이상,0
2023,충북,영동군,여,0~9세,0
2023,충북,영동군,여,10~19세,0
2023,충북,영동군,여,20~29세,0
2023,충북,영동군,여,30~39세,0
2023,충북,영동군,여,40~49세,0
2023,충북,영동군,여,50~59세,0
2023,충북,영동군,여,60~69세,0
2023,충북,영동군,여,70~79세,0
2023,충북,영동군,여,80~89세,0
2023,충북,영동군,여,90~99세,0
2023,충북,영동군,여,100세 이상,0
2023,충북,옥천군,남,0~9세,0
2023,충북,옥천군,남,10~19세,0
2023,충북,옥천군,남,20~29세,0
2023,충북,옥천군,남,30~39세,0
2023,충북,옥천군,남,40~49세,0
2023,충북,옥천군,남,50~59세,0
2023,충북,옥천군,남,60~69세,0
2023,충북,옥천군,남,70~79세,0
2023,충북,옥천군,남,80~89세,0
2023,충북,옥천군,남,90~99세,0
2023,충북,옥천군,남,100세 이상,0
2023,충북,옥천군,여,0~9세,0
2023,충북,옥천군,여,10~19세,0
2023,충북,옥천군,여,20~29세,0
2023,충북,옥천군,여,30~39세,0
2023,충북,옥천군,여,40~49세,0
2023,충북,옥천군,여,50~59세,0
2023,충북,옥천군,여,60~69세,0
2023,충북,옥천군,여,70~79세,0
2023,충북,옥천군,여,80~89세,0
2023,충북,옥천군,여,90~99세,0
2023,충북,옥천군,여,100세 이상,0
2023,충북,음성군,남,0~9세,0
2023,충북,음성군,남,10~19세,0
2023,충북,음성군,남,20~29세,0
2023,충북,음성군,남,30~39세,0
2023,충북,음성군,남,40~49세,0
2023,충북,음성군,남,50~59세,0
2023,충북,음성군,남,60~69세,0
2023,충북,음성군,남,70~79세,0
2023,충북,음성군,남,80~89세,0
2023,충북,음성군,남,90~99세,0
2023,충북,음성군,남,100세 이상,0
2023,충북,음성군,여,0~9세,0
2023,충북,음성군,여,10~19세,0
2023,충북,음성군,여,20~29세,0
2023,충북,음성군,여,30~39세,0
2023,충북,음성군,여,40~49세,0
2023,충북,음성군,여,50~59세,0
2023,충북,음성군,여,60~69세,0
2023,충북,음성군,여,70~79세,0
2023,충북,음성군,여,80~89세,0
2023,충북,음성군,여,90~99세,0
2023,충북,음성군,여,100세 이상,0
2023,충북,진천군,남,0~9세,0
2023,충북,진천군,남,10~19세,0
2023,충북,진천군,남,20~29세,0
2023,충북,진천군,남,30~39세,0
2023,충북,진천군,남,40~49세,0
2023,충북,진천군,남,50~59세,0
2023,충북,진천군,남,60~69세,0
2023,충북,진천군,남,70~79세,0
2023,충북,진천군,남,80~89세,0
2023,충북,진천군,남,90~99세,0
2023,충북,진천군,남,100세 이상,0
2023,충북,진천군,여,0~9세,0
2023,충북,진천군,여,10~19세,0
2023,충북,진천군,여,20~29세,0
2023,충북,진천군,여,30~39세,0
2023,충북,진천군,여,40~49세,0
2023,충북,진천군,여,50~59세,0
2023,충북,진천군,여,60~69세,0
2023,충북,진천군,여,70~79세,0
2023,충북,진천군,여,80~89세,0
2023,충북,진천군,여,90~99세,0
2023,충북,진천군,여,100세 이상,0
2023,충북,증평군,남,0~9세,0
2023,충북,증평군,남,10~19세,0
2023,충북,증평군,남,20~29세,0
2023,충북,증평군,남,30~39세,0
2023,충북,증평군,남,40~49세,0
2023,충북,증평군,남,50~59세,0
2023,충북,증평군,남,60~69세,0
2023,충북,증평군,남,70~79세,0
2023,충북,증평군,남,80~89세,0
2023,충북,증평군,남,90~99세,0
2023,충북,증평군,남,100세 이상,0
2023,충북,증평군,여,0~9세,0
2023,충북,증평군,여,10~19세,0
2023,충북,증평군,여,20~29세,0
2023,충북,증평군,여,30~39세,0
2023,충북,증평군,여,40~49세,0
2023,충북,증평군,여,50~59세,0
2023,충북,증평군,여,60~69세,0
2023,충북,증평군,여,70~79세,0
2023,충북,증평군,여,80~89세,0
2023,충북,증평군,여,90~99세,0
2023,충북,증평군,여,100세 이상,0
2023,충북,청주상당구,남,0~9세,12
2023,충북,청주상당구,남,10~19세,21
2023,충북,청주상당구,남,20~29세,0
2023,충북,청주상당구,남,30~39세,0
2023,충북,청주상당구,남,40~49세,0
2023,충북,청주상당구,남,50~59세,0
2023,충북,청주상당구,남,60~69세,0
2023,충북,청주상당구,남,70~79세,0
2023,충북,청주상당구,남,80~89세,0
2023,충북,청주상당구,남,90~99세,0
2023,충북,청주상당구,남,100세 이상,0
2023,충북,청주상당구,여,0~9세,21
2023,충북,청주상당구,여,10~19세,14
2023,충북,청주상당구,여,20~29세,0
2023,충북,청주상당구,여,30~39세,0
2023,충북,청주상당구,여,40~49세,0
2023,충북,청주상당구,여,50~59세,0
2023,충북,청주상당구,여,60~69세,0
2023,충북,청주상당구,여,70~79세,0
2023,충북,청주상당구,여,80~89세,0
2023,충북,청주상당구,여,90~99세,0
2023,충북,청주상당구,여,100세 이상,0
2023,충북,청주흥덕구,남,0~9세,0
2023,충북,청주흥덕구,남,10~19세,0
2023,충북,청주흥덕구,남,20~29세,0
2023,충북,청주흥덕구,남,30~39세,0
2023,충북,청주흥덕구,남,40~49세,0
2023,충북,청주흥덕구,남,50~59세,0
2023,충북,청주흥덕구,남,60~69세,0
2023,충북,청주흥덕구,남,70~79세,0
2023,충북,청주흥덕구,남,80~89세,0
2023,충북,청주흥덕구,남,90~99세,0
2023,충북,청주흥덕구,남,100세 이상,0
2023,충북,청주흥덕구,여,0~9세,0
2023,충북,청주흥덕구,여,10~19세,0
2023,충북,청주흥덕구,여,20~29세,0
2023,충북,청주흥덕구,여,30~39세,24
2023,충북,청주흥덕구,여,40~49세,30
2023,충북,청주흥덕구,여,50~59세,11
2023,충북,청주흥덕구,여,60~69세,0
2023,충북,청주흥덕구,여,70~79세,0
2023,충북,청주흥덕구,여,80~89세,0
2023,충북,청주흥덕구,여,90~99세,0
2023,충북,청주흥덕구,여,100세 이상,0
2023,충북,청주청원구,남,0~9세,0
2023,충북,청주청원구,남,10~19세,0
2023,충북,청주청원구,남,20~29세,0
